vectorLength,actualNumComparisons,expectedNumComparisons,timeElapsed
2390,26974,26974,0.000997
2391,26987,26987,0
2392,27000,27000,0.000998
2393,27013,27013,0.000997
2394,27026,27026,0
2395,27039,27039,0.000997
2396,27052,27052,0.000998
2397,27065,27065,0
2398,27078,27078,0.000997
2399,27091,27091,0.000997
2400,27104,27104,0
2401,27117,27117,0.000998
2402,27130,27130,0.000997
2403,27143,27143,0
2404,27156,27156,0.000997
2405,27169,27169,0.000998
2406,27182,27182,0
2407,27195,27195,0
2408,27208,27208,0.000997
2409,27221,27221,0
2410,27234,27234,0
2411,27247,27247,0.000997
2412,27260,27260,0
2413,27273,27273,0
2414,27286,27286,0.000998
2415,27299,27299,0.000997
2416,27312,27312,0
2417,27325,27325,0.000997
2418,27338,27338,0.000998
2419,27351,27351,0
2420,27364,27364,0.000997
2421,27377,27377,0.000997
2422,27390,27390,0
2423,27403,27403,0.000998
2424,27416,27416,0.000997
2425,27429,27429,0
2426,27442,27442,0.000997
2427,27455,27455,0.000998
2428,27468,27468,0
2429,27481,27481,0
2430,27494,27494,0.000997
2431,27507,27507,0
2432,27520,27520,0
2433,27533,27533,0.000997
2434,27546,27546,0.000997
2435,27559,27559,0
2436,27572,27572,0.000998
2437,27585,27585,0.000997
2438,27598,27598,0
2439,27611,27611,0.000997
2440,27624,27624,0.000998
2441,27637,27637,0
2442,27650,27650,0.000997
2443,27663,27663,0.000997
2444,27676,27676,0
2445,27689,27689,0
2446,27702,27702,0.000997
2447,27715,27715,0
2448,27728,27728,0
2449,27741,27741,0.000998
2450,27754,27754,0
2451,27767,27767,0
2452,27780,27780,0.000997
2453,27793,27793,0.000998
2454,27806,27806,0
2455,27819,27819,0.000997
2456,27832,27832,0.000997
2457,27845,27845,0
2458,27858,27858,0
2459,27871,27871,0.000997
2460,27884,27884,0.00108
2461,27897,27897,0
2462,27910,27910,0.000915
2463,27923,27923,0.000997
2464,27936,27936,0
2465,27949,27949,0
2466,27962,27962,0.000998
2467,27975,27975,0
2468,27988,27988,0
2469,28001,28001,0.000997
2470,28014,28014,0.000998
2471,28027,28027,0
2472,28040,28040,0.000997
2473,28053,28053,0.000997
2474,28066,28066,0
2475,28079,28079,0
2476,28092,28092,0.000997
2477,28105,28105,0.000997
2478,28118,28118,0
2479,28131,28131,0.000998
2480,28144,28144,0.000997
2481,28157,28157,0
2482,28170,28170,0.000997
2483,28183,28183,0.000998
2484,28196,28196,0
2485,28209,28209,0
2486,28222,28222,0.000997
2487,28235,28235,0.000998
2488,28248,28248,0
2489,28261,28261,0.000997
2490,28274,28274,0.000997
2491,28287,28287,0
2492,28300,28300,5.3e-005
2493,28313,28313,0.000944
2494,28326,28326,0
2495,28339,28339,0
2496,28352,28352,0.000998
2497,28365,28365,0.000997
2498,28378,28378,0
2499,28391,28391,0.000997
2500,28404,28404,0.000998
2501,28417,28417,0
2502,28430,28430,0
2503,28443,28443,0.000997
2504,28456,28456,0.000998
2505,28469,28469,0
2506,28482,28482,0.000997
2507,28495,28495,0.000997
2508,28508,28508,0
2509,28521,28521,0
2510,28534,28534,0.000997
2511,28547,28547,0.000997
2512,28560,28560,0
2513,28573,28573,0
2514,28586,28586,0.000997
2515,28599,28599,0.000997
2516,28612,28612,0
2517,28625,28625,0.000998
2518,28638,28638,0.000997
2519,28651,28651,0
2520,28664,28664,0.000997
2521,28677,28677,0.000998
2522,28690,28690,0
2523,28703,28703,0
2524,28716,28716,0.000997
2525,28729,28729,0.000998
2526,28742,28742,0
2527,28755,28755,0
2528,28768,28768,0.000997
2529,28781,28781,0.000998
2530,28794,28794,0
2531,28807,28807,0.000997
2532,28820,28820,0.000997
2533,28833,28833,0
2534,28846,28846,0
2535,28859,28859,0.000997
2536,28872,28872,0.000997
2537,28885,28885,0
2538,28898,28898,0.000998
2539,28911,28911,0.000997
2540,28924,28924,0
2541,28937,28937,0
2542,28950,28950,0.000998
2543,28963,28963,0.000997
2544,28976,28976,0
2545,28989,28989,0.000997
2546,29002,29002,0.000998
2547,29015,29015,0
2548,29028,29028,0
2549,29041,29041,0.000997
2550,29054,29054,0.000998
2551,29067,29067,0
2552,29080,29080,0.000997
2553,29093,29093,0.000997
2554,29106,29106,0.000998
2555,29119,29119,0
2556,29132,29132,0.000997
2557,29145,29145,0.000997
2558,29158,29158,0
2559,29171,29171,0
2560,29184,29184,0.00101
2561,29197,29197,0.000984
2562,29210,29210,0
2563,29223,29223,0
2564,29236,29236,0.000997
2565,29249,29249,0.000997
2566,29262,29262,0
2567,29275,29275,0
2568,29288,29288,0.000997
2569,29301,29301,0.000997
2570,29314,29314,0
2571,29327,29327,0.000998
2572,29340,29340,0.000997
2573,29353,29353,0
2574,29366,29366,0
2575,29379,29379,0.000998
2576,29392,29392,0.000997
2577,29405,29405,0
2578,29418,29418,0
2579,29431,29431,0.000998
2580,29444,29444,0.000997
2581,29457,29457,0
2582,29470,29470,0.000997
2583,29483,29483,0.000998
2584,29496,29496,0.000997
2585,29509,29509,0
2586,29522,29522,0.000997
2587,29535,29535,0.000998
2588,29548,29548,0
2589,29561,29561,0
2590,29574,29574,0.000997
2591,29587,29587,0.000998
2592,29600,29600,0
2593,29613,29613,0
2594,29626,29626,0.000997
2595,29639,29639,0.000998
2596,29652,29652,0
2597,29665,29665,0.001001
2598,29678,29678,0.000993
2599,29691,29691,0.000998
2600,29704,29704,0
2601,29717,29717,0.000997
2602,29730,29730,0.000997
2603,29743,29743,0.000998
2604,29756,29756,0
2605,29769,29769,0
2606,29782,29782,0.000911
2607,29795,29795,0.001002
2608,29808,29808,0
2609,29821,29821,0
2610,29834,29834,0.000997
2611,29847,29847,0.000998
2612,29860,29860,0
2613,29873,29873,0
2614,29886,29886,0.000997
2615,29899,29899,0.000998
2616,29912,29912,0
2617,29925,29925,0
2618,29938,29938,0.000997
2619,29951,29951,0.000998
2620,29964,29964,0
2621,29977,29977,0.000997
2622,29990,29990,0.000997
2623,30003,30003,0.000998
2624,30016,30016,0
2625,30029,30029,0.000997
2626,30042,30042,0.000997
2627,30055,30055,0.000998
2628,30068,30068,0
2629,30081,30081,0.000997
2630,30094,30094,0.000997
2631,30107,30107,0.000998
2632,30120,30120,0
2633,30133,30133,0.000997
2634,30146,30146,0.000997
2635,30159,30159,0.000998
2636,30172,30172,0
2637,30185,30185,0.000997
2638,30198,30198,0.000997
2639,30211,30211,0.000998
2640,30224,30224,0
2641,30237,30237,0.000997
2642,30250,30250,0.000997
2643,30263,30263,0.000998
2644,30276,30276,0
2645,30289,30289,0.000997
2646,30302,30302,0.000997
2647,30315,30315,0.000998
2648,30328,30328,0
2649,30341,30341,0.000997
2650,30354,30354,0.000997
2651,30367,30367,0.000998
2652,30380,30380,0
2653,30393,30393,0
2654,30406,30406,0.000997
2655,30419,30419,0.000998
2656,30432,30432,0
2657,30445,30445,0
2658,30458,30458,0.000997
2659,30471,30471,0.000998
2660,30484,30484,0
2661,30497,30497,0
2662,30510,30510,0.000997
2663,30523,30523,0.000998
2664,30536,30536,0.000997
2665,30549,30549,0
2666,30562,30562,0.000997
2667,30575,30575,0.000998
2668,30588,30588,0.000997
2669,30601,30601,0
2670,30614,30614,0.000997
2671,30627,30627,0.000998
2672,30640,30640,0.000997
2673,30653,30653,0
2674,30666,30666,0.000997
2675,30679,30679,0.000998
2676,30692,30692,0.000997
2677,30705,30705,0
2678,30718,30718,0
2679,30731,30731,0.001002
2680,30744,30744,0.000993
2681,30757,30757,0
2682,30770,30770,0
2683,30783,30783,0.000998
2684,30796,30796,0.000997
2685,30809,30809,0.000997
2686,30822,30822,0
2687,30835,30835,0.000998
2688,30848,30848,0.000997
2689,30861,30861,0.000997
2690,30874,30874,0
2691,30887,30887,0
2692,30900,30900,0.000997
2693,30913,30913,0.000998
2694,30926,30926,0.000997
2695,30939,30939,0
2696,30952,30952,0.000997
2697,30965,30965,0.000997
2698,30978,30978,0.000998
2699,30991,30991,0
2700,31004,31004,0
2701,31017,31017,0.000997
2702,31030,31030,0.000998
2703,31043,31043,0
2704,31056,31056,0
2705,31069,31069,0.000997
2706,31082,31082,0.000998
2707,31095,31095,0.000997
2708,31108,31108,0
2709,31121,31121,0
2710,31134,31134,0.000998
2711,31147,31147,0.000997
2712,31160,31160,0
2713,31173,31173,0
2714,31186,31186,0.000998
2715,31199,31199,0.000997
2716,31212,31212,0
2717,31225,31225,0
2718,31238,31238,0.000998
2719,31251,31251,0.000997
2720,31264,31264,0.000997
2721,31277,31277,0
2722,31290,31290,0
2723,31303,31303,0.000997
2724,31316,31316,0.000997
2725,31329,31329,0
2726,31342,31342,0
2727,31355,31355,0.000997
2728,31368,31368,0.000997
2729,31381,31381,0.000998
2730,31394,31394,0
2731,31407,31407,0.000997
2732,31420,31420,0.000997
2733,31433,31433,0.000998
2734,31446,31446,0.000997
2735,31459,31459,0
2736,31472,31472,0.000997
2737,31485,31485,0.000998
2738,31498,31498,0.000997
2739,31511,31511,0
2740,31524,31524,0
2741,31537,31537,0.001078
2742,31550,31550,0.000917
2743,31563,31563,0.000997
2744,31576,31576,0
2745,31589,31589,0
2746,31602,31602,0.000997
2747,31615,31615,0.000997
2748,31628,31628,0.000998
2749,31641,31641,0
2750,31654,31654,0.000997
2751,31667,31667,0.000997
2752,31680,31680,0.000998
2753,31693,31693,0
2754,31706,31706,0
2755,31719,31719,0.000998
2756,31732,31732,0.000997
2757,31745,31745,0.000997
2758,31758,31758,0
2759,31771,31771,0
2760,31784,31784,0.000998
2761,31797,31797,0.000997
2762,31810,31810,0.000997
2763,31823,31823,0
2764,31836,31836,0
2765,31849,31849,0.000997
2766,31862,31862,0.000997
2767,31875,31875,0.000998
2768,31888,31888,0
2769,31901,31901,0.000997
2770,31914,31914,0.000998
2771,31927,31927,0.000997
2772,31940,31940,0.000997
2773,31953,31953,0
2774,31966,31966,0
2775,31979,31979,0.000998
2776,31992,31992,0.000997
2777,32005,32005,0.000997
2778,32018,32018,0.000999
2779,32031,32031,0
2780,32044,32044,0.000922
2781,32057,32057,0.000997
2782,32070,32070,0.000998
2783,32083,32083,0.000997
2784,32096,32096,0
2785,32109,32109,0.000997
2786,32122,32122,0.000998
2787,32135,32135,0.000997
2788,32148,32148,0.000997
2789,32161,32161,0
2790,32174,32174,0
2791,32187,32187,0.000997
2792,32200,32200,0.000997
2793,32213,32213,0.000998
2794,32226,32226,0
2795,32239,32239,0
2796,32252,32252,0.000997
2797,32265,32265,0.000998
2798,32278,32278,0.000997
2799,32291,32291,0
2800,32304,32304,0.00015
2801,32317,32317,0.001012
2802,32330,32330,0.000833
2803,32343,32343,0.000997
2804,32356,32356,0
2805,32369,32369,0
2806,32382,32382,0.000997
2807,32395,32395,0.000997
2808,32408,32408,0.000998
2809,32421,32421,0
2810,32434,32434,0
2811,32447,32447,0.000997
2812,32460,32460,0.000998
2813,32473,32473,0.000997
2814,32486,32486,0
2815,32499,32499,0
2816,32512,32512,0.000998
2817,32525,32525,0.000997
2818,32538,32538,0.000997
2819,32551,32551,0.000998
2820,32564,32564,0
2821,32577,32577,0
2822,32590,32590,0.000997
2823,32603,32603,0.000998
2824,32616,32616,0.000997
2825,32629,32629,0
2826,32642,32642,0
2827,32655,32655,0.000998
2828,32668,32668,0.000997
2829,32681,32681,0.000997
2830,32694,32694,0.000998
2831,32707,32707,0
2832,32720,32720,0
2833,32733,32733,0.000997
2834,32746,32746,0.000998
2835,32759,32759,0.000997
2836,32772,32772,0
2837,32785,32785,0
2838,32798,32798,0.000998
2839,32811,32811,0.000997
2840,32824,32824,0.000997
2841,32837,32837,0
2842,32850,32850,0
2843,32863,32863,0.000997
2844,32876,32876,0.000997
2845,32889,32889,0.000998
2846,32902,32902,0.000997
2847,32915,32915,0
2848,32928,32928,0.000997
2849,32941,32941,0.000998
2850,32954,32954,0.000997
2851,32967,32967,0.000997
2852,32980,32980,0
2853,32993,32993,0.000998
2854,33006,33006,0.000997
2855,33019,33019,0.000997
2856,33032,33032,0.000998
2857,33045,33045,0
2858,33058,33058,0
2859,33071,33071,0.000997
2860,33084,33084,0.000998
2861,33097,33097,0.000997
2862,33110,33110,0.000997
2863,33123,33123,0
2864,33136,33136,0
2865,33149,33149,0.000997
2866,33162,33162,0.000997
2867,33175,33175,0.000998
2868,33188,33188,0.000997
2869,33201,33201,0
2870,33214,33214,0
2871,33227,33227,0.001074
2872,33240,33240,0.000921
2873,33253,33253,0.000997
2874,33266,33266,0.000998
2875,33279,33279,0
2876,33292,33292,0
2877,33305,33305,0.000997
2878,33318,33318,0.000998
2879,33331,33331,0.000997
2880,33344,33344,0.000997
2881,33357,33357,0
2882,33370,33370,0.000998
2883,33383,33383,0.000997
2884,33396,33396,0.000997
2885,33409,33409,0.000998
2886,33422,33422,0.000997
2887,33435,33435,0
2888,33448,33448,0.000997
2889,33461,33461,0.001078
2890,33474,33474,0.000917
2891,33487,33487,0.000997
2892,33500,33500,0
2893,33513,33513,0
2894,33526,33526,0.000997
2895,33539,33539,0.000997
2896,33552,33552,0.000998
2897,33565,33565,0.000997
2898,33578,33578,0
2899,33591,33591,0
2900,33604,33604,0.000998
2901,33617,33617,0.000997
2902,33630,33630,0.000997
2903,33643,33643,0.000998
2904,33656,33656,0
2905,33669,33669,0
2906,33682,33682,0.000997
2907,33695,33695,0.000998
2908,33708,33708,0.000997
2909,33721,33721,0.000997
2910,33734,33734,0.000998
2911,33747,33747,0
2912,33760,33760,0
2913,33773,33773,0.000997
2914,33786,33786,0.000998
2915,33799,33799,0.000997
2916,33812,33812,0.000997
2917,33825,33825,0.000998
2918,33838,33838,0
2919,33851,33851,0
2920,33864,33864,0.000997
2921,33877,33877,0.000998
2922,33890,33890,0.000997
2923,33903,33903,0.000997
2924,33916,33916,0
2925,33929,33929,0
2926,33942,33942,0.000997
2927,33955,33955,0.000997
2928,33968,33968,0.000998
2929,33981,33981,0.000997
2930,33994,33994,0.000997
2931,34007,34007,0
2932,34020,34020,0
2933,34033,34033,0.000939
2934,34046,34046,0.000997
2935,34059,34059,0.000998
2936,34072,34072,0.000997
2937,34085,34085,0.000997
2938,34098,34098,0
2939,34111,34111,0
2940,34124,34124,0.000997
2941,34137,34137,0.000997
2942,34150,34150,0.000998
2943,34163,34163,0.000997
2944,34176,34176,0.000997
2945,34189,34189,0.000789
2946,34202,34202,0
2947,34215,34215,0
2948,34228,34228,0.000997
2949,34241,34241,0.000998
2950,34254,34254,0.000997
2951,34267,34267,0.000997
2952,34280,34280,0.000998
2953,34293,34293,0
2954,34306,34306,0
2955,34319,34319,0.000997
2956,34332,34332,0.000998
2957,34345,34345,0.000997
2958,34358,34358,0.000997
2959,34371,34371,0.000998
2960,34384,34384,0.000997
2961,34397,34397,0.000997
2962,34410,34410,0
2963,34423,34423,0
2964,34436,34436,0.000997
2965,34449,34449,0.001415
2966,34462,34462,0.00058
2967,34475,34475,0.000997
2968,34488,34488,0.000997
2969,34501,34501,0.000998
2970,34514,34514,0
2971,34527,34527,0
2972,34540,34540,0.000997
2973,34553,34553,0.000998
2974,34566,34566,0.001002
2975,34579,34579,0.000993
2976,34592,34592,0.000997
2977,34605,34605,0.000997
2978,34618,34618,0.000997
2979,34631,34631,0
2980,34644,34644,0
2981,34657,34657,0.000997
2982,34670,34670,0.000997
2983,34683,34683,0.000998
2984,34696,34696,0.000997
2985,34709,34709,0.000997
2986,34722,34722,0.000998
2987,34735,34735,0
2988,34748,34748,0
2989,34761,34761,0.000998
2990,34774,34774,0.000217
2991,34787,34787,0.000997
2992,34800,34800,0.000997
2993,34813,34813,0.000998
2994,34826,34826,0.000997
2995,34839,34839,0.000997
2996,34852,34852,0
2997,34865,34865,0
2998,34878,34878,0.000997
2999,34891,34891,0.000997
3000,34904,34904,0.001039
3001,34917,34917,0.000957
3002,34930,34930,0
3003,34943,34943,0
3004,34956,34956,0.000998
3005,34969,34969,0.000998
3006,34982,34982,0.001017
3007,34995,34995,0.000977
3008,35008,35008,0.000997
3009,35021,35021,0.001032
3010,35034,35034,0.000995
3011,35047,35047,0
3012,35060,35060,0
3013,35073,35073,0.000997
3014,35086,35086,0.001029
3015,35099,35099,0.000966
3016,35112,35112,0.000997
3017,35125,35125,0.000997
3018,35138,35138,0.000997
3019,35151,35151,0.001001
3020,35164,35164,0
3021,35177,35177,0
3022,35190,35190,0
3023,35203,35203,0.001029
3024,35216,35216,0.000996
3025,35229,35229,0.000997
3026,35242,35242,0.000999
3027,35255,35255,0.000998
3028,35268,35268,0.000963
3029,35281,35281,0
3030,35294,35294,0
3031,35307,35307,0
3032,35320,35320,0.000997
3033,35333,35333,0.000998
3034,35346,35346,0.000997
3035,35359,35359,0.001029
3036,35372,35372,0.001001
3037,35385,35385,0.000995
3038,35398,35398,0
3039,35411,35411,0
3040,35424,35424,0
3041,35437,35437,0.00103
3042,35450,35450,0.000965
3043,35463,35463,0.000996
3044,35476,35476,0.000998
3045,35489,35489,0.000997
3046,35502,35502,0.000998
3047,35515,35515,0.000997
3048,35528,35528,0
3049,35541,35541,0
3050,35554,35554,0
3051,35567,35567,0.001035
3052,35580,35580,0.000992
3053,35593,35593,0.000997
3054,35606,35606,0.001
3055,35619,35619,0.000964
3056,35632,35632,0.000995
3057,35645,35645,0
3058,35658,35658,0
3059,35671,35671,0
3060,35684,35684,0.000998
3061,35697,35697,0.000997
3062,35710,35710,0.001031
3063,35723,35723,0.000998
3064,35736,35736,0.000995
3065,35749,35749,0.000998
3066,35762,35762,0
3067,35775,35775,0
3068,35788,35788,0
3069,35801,35801,0.001029
3070,35814,35814,0.000964
3071,35827,35827,0.000997
3072,35840,35840,0.000999
3073,35853,35853,0.000997
3074,35866,35866,0.000997
3075,35879,35879,0.000997
3076,35892,35892,0
3077,35905,35905,0
3078,35918,35918,0
3079,35931,35931,0.000997
3080,35944,35944,0.001029
3081,35957,35957,0.001
3082,35970,35970,0.000995
3083,35983,35983,0.000964
3084,35996,35996,0.000998
3085,36009,36009,0.000998
3086,36022,36022,0.000997
3087,36035,36035,0
3088,36048,36048,0
3089,36061,36061,0.000998
3090,36074,36074,0.001031
3091,36087,36087,0.000995
3092,36100,36100,0.000997
3093,36113,36113,0.000999
3094,36126,36126,0.000996
3095,36139,36139,0.000997
3096,36152,36152,0.000965
3097,36165,36165,0.000998
3098,36178,36178,0.000998
3099,36191,36191,0.000997
3100,36204,36204,0.001003
3101,36217,36217,0
3102,36230,36230,0
3103,36243,36243,0
3104,36256,36256,0.001035
3105,36269,36269,0.00096
3106,36282,36282,0.001029
3107,36295,36295,0.001
3108,36308,36308,0.000995
3109,36321,36321,0.000965
3110,36334,36334,0.000997
3111,36347,36347,0.000998
3112,36360,36360,0.000997
3113,36373,36373,0
3114,36386,36386,0
3115,36399,36399,0
3116,36412,36412,0.001033
3117,36425,36425,0.000994
3118,36438,36438,0.000998
3119,36451,36451,0.000998
3120,36464,36464,0.000996
3121,36477,36477,0.001006
3122,36490,36490,0.000957
3123,36503,36503,0.000997
3124,36516,36516,0.000998
3125,36529,36529,0
3126,36542,36542,0
3127,36555,36555,0
3128,36568,36568,0.000997
3129,36581,36581,0.001031
3130,36594,36594,0.000996
3131,36607,36607,0.000998
3132,36620,36620,0.000997
3133,36633,36633,0.000999
3134,36646,36646,0.000996
3135,36659,36659,0.000964
3136,36672,36672,0
3137,36685,36685,0
3138,36698,36698,0
3139,36711,36711,0.000997
3140,36724,36724,0.000997
3141,36737,36737,0.000997
3142,36750,36750,0.001032
3143,36763,36763,0.000995
3144,36776,36776,0.000998
3145,36789,36789,0.000997
3146,36802,36802,0.000997
3147,36815,36815,0
3148,36828,36828,0
3149,36841,36841,0
3150,36854,36854,0.000998
3151,36867,36867,0.000997
3152,36880,36880,0.000997
3153,36893,36893,0.000997
3154,36906,36906,0.000997
3155,36919,36919,0.000998
3156,36932,36932,0.00103
3157,36945,36945,0.001
3158,36958,36958,0.000997
3159,36971,36971,0
3160,36984,36984,0
3161,36997,36997,0
3162,37010,37010,0
3163,37023,37023,0.000998
3164,37036,37036,0.000996
3165,37049,37049,0.000997
3166,37062,37062,0.000998
3167,37075,37075,0.000997
3168,37088,37088,0.001003
3169,37101,37101,0.000992
3170,37114,37114,0.001032
3171,37127,37127,0.000996
3172,37140,37140,0.000996
3173,37153,37153,0.000998
3174,37166,37166,0
3175,37179,37179,0
3176,37192,37192,0
3177,37205,37205,0
3178,37218,37218,0.000997
3179,37231,37231,0.000199
3180,37244,37244,0.000999
3181,37257,37257,0.000997
3182,37270,37270,0.000997
3183,37283,37283,0.000997
3184,37296,37296,0.00103
3185,37309,37309,0.001
3186,37322,37322,0.000995
3187,37335,37335,0.001001
3188,37348,37348,0.000994
3189,37361,37361,0.000999
3190,37374,37374,0.000962
3191,37387,37387,0.000997
3192,37400,37400,0
3193,37413,37413,0
3194,37426,37426,0
3195,37439,37439,0
3196,37452,37452,0.000998
3197,37465,37465,0.000997
3198,37478,37478,0.001031
3199,37491,37491,0.000996
3200,37504,37504,0.000999
3201,37517,37517,0.000995
3202,37530,37530,0.001
3203,37543,37543,0.000962
3204,37556,37556,0.000997
3205,37569,37569,0.000999
3206,37582,37582,0.000997
3207,37595,37595,0
3208,37608,37608,0
3209,37621,37621,0
3210,37634,37634,0
3211,37647,37647,0
3212,37660,37660,0.000997
3213,37673,37673,0.000997
3214,37686,37686,0.000997
3215,37699,37699,0.00103
3216,37712,37712,0.000965
3217,37725,37725,0.000998
3218,37738,37738,0.000997
3219,37751,37751,0.000997
3220,37764,37764,0.000997
3221,37777,37777,0.000998
3222,37790,37790,0.001029
3223,37803,37803,0.000997
3224,37816,37816,0.000999
3225,37829,37829,0
3226,37842,37842,0
3227,37855,37855,0
3228,37868,37868,0
3229,37881,37881,0
3230,37894,37894,0.000997
3231,37907,37907,0.000997
3232,37920,37920,0.000997
3233,37933,37933,0.000997
3234,37946,37946,0.000998
3235,37959,37959,0.001031
3236,37972,37972,0.000995
3237,37985,37985,0.000998
3238,37998,37998,0.000998
3239,38011,38011,0.001
3240,38024,38024,0.001005
3241,38037,38037,0.000673
3242,38050,38050,0.001029
3243,38063,38063,0.001007
3244,38076,38076,0.000992
3245,38089,38089,0.000994
3246,38102,38102,0.000998
3247,38115,38115,0.000997
3248,38128,38128,0
3249,38141,38141,0
3250,38154,38154,0
3251,38167,38167,0
3252,38180,38180,0
3253,38193,38193,0
3254,38206,38206,0
3255,38219,38219,0.00014
3256,38232,38232,0.000998
3257,38245,38245,0.000997
3258,38258,38258,0.000997
3259,38271,38271,0.000998
3260,38284,38284,0.001032
3261,38297,38297,0.000995
3262,38310,38310,0.001
3263,38323,38323,0.000995
3264,38336,38336,0.000997
3265,38349,38349,0.000997
3266,38362,38362,0.000966
3267,38375,38375,0.000996
3268,38388,38388,0.000998
3269,38401,38401,0.000997
3270,38414,38414,0.000997
3271,38427,38427,0.000998
3272,38440,38440,0.00103
3273,38453,38453,0.000996
3274,38466,38466,0.000999
3275,38479,38479,0.000997
3276,38492,38492,0.000999
3277,38505,38505,0.000995
3278,38518,38518,0.000965
3279,38531,38531,0.000997
3280,38544,38544,0.001031
3281,38557,38557,0
3282,38570,38570,0
3283,38583,38583,0
3284,38596,38596,0
3285,38609,38609,0
3286,38622,38622,0
3287,38635,38635,0
3288,38648,38648,0
3289,38661,38661,0.000999
3290,38674,38674,0.000995
3291,38687,38687,0.000965
3292,38700,38700,0.000997
3293,38713,38713,0.000998
3294,38726,38726,0.000997
3295,38739,38739,0.000997
3296,38752,38752,0.001036
3297,38765,38765,0.000991
3298,38778,38778,0.001001
3299,38791,38791,0.000994
3300,38804,38804,0.000997
3301,38817,38817,0.001001
3302,38830,38830,0.000994
3303,38843,38843,0.000965
3304,38856,38856,0.000997
3305,38869,38869,0.000998
3306,38882,38882,0.000997
3307,38895,38895,0.000997
3308,38908,38908,0.001031
3309,38921,38921,0.001
3310,38934,38934,0.000994
3311,38947,38947,0.000997
3312,38960,38960,0.000998
3313,38973,38973,0.000997
3314,38986,38986,0.000997
3315,38999,38999,0.000965
3316,39012,39012,0.000997
3317,39025,39025,0.000998
3318,39038,39038,0.000997
3319,39051,39051,0.000997
3320,39064,39064,0.001002
3321,39077,39077,0.001025
3322,39090,39090,0.000998
3323,39103,39103,0.000997
3324,39116,39116,0.000998
3325,39129,39129,0.000999
3326,39142,39142,0.000995
3327,39155,39155,0.000966
3328,39168,39168,0.000996
3329,39181,39181,0.000998
3330,39194,39194,0.000997
3331,39207,39207,0.000998
3332,39220,39220,0
3333,39233,39233,0
3334,39246,39246,0
3335,39259,39259,0
3336,39272,39272,0
3337,39285,39285,0
3338,39298,39298,0
3339,39311,39311,0
3340,39324,39324,0
3341,39337,39337,0
3342,39350,39350,0
3343,39363,39363,0
3344,39376,39376,0
3345,39389,39389,0
3346,39402,39402,0
3347,39415,39415,0
3348,39428,39428,0
3349,39441,39441,0
3350,39454,39454,0
3351,39467,39467,0
3352,39480,39480,0
3353,39493,39493,0
3354,39506,39506,0
3355,39519,39519,0
3356,39532,39532,0
3357,39545,39545,0
3358,39558,39558,0
3359,39571,39571,0
3360,39584,39584,0
3361,39597,39597,0
3362,39610,39610,0
3363,39623,39623,0.001058
3364,39636,39636,0.000832
3365,39649,39649,0.001013
3366,39662,39662,0.001038
3367,39675,39675,0.000922
3368,39688,39688,0.000998
3369,39701,39701,0.000998
3370,39714,39714,0.000997
3371,39727,39727,0.000997
3372,39740,39740,0.00103
3373,39753,39753,0.001
3374,39766,39766,0.000994
3375,39779,39779,0.000998
3376,39792,39792,0.000997
3377,39805,39805,0.001003
3378,39818,39818,0.000959
3379,39831,39831,0.000241
3380,39844,39844,0.000998
3381,39857,39857,0.000997
3382,39870,39870,0.000998
3383,39883,39883,0.000997
3384,39896,39896,0.001036
3385,39909,39909,0.000991
3386,39922,39922,0.000997
3387,39935,39935,0.001
3388,39948,39948,0.000963
3389,39961,39961,0.001033
3390,39974,39974,0.000961
3391,39987,39987,0.000997
3392,40000,40000,0
3393,40013,40013,0
3394,40026,40026,0
3395,40039,40039,0.001029
3396,40052,40052,0
3397,40065,40065,0
3398,40078,40078,0
3399,40091,40091,0
3400,40104,40104,0
3401,40117,40117,0
3402,40130,40130,0
3403,40143,40143,0
3404,40156,40156,0
3405,40169,40169,0
3406,40182,40182,0
3407,40195,40195,0
3408,40208,40208,0.000998
3409,40221,40221,0.001004
3410,40234,40234,0.00099
3411,40247,40247,0.000997
3412,40260,40260,0.001
3413,40273,40273,0.000963
3414,40286,40286,0.000997
3415,40299,40299,0.000997
3416,40312,40312,0.000997
3417,40325,40325,0.000998
3418,40338,40338,0.000997
3419,40351,40351,0.000997
3420,40364,40364,0.001033
3421,40377,40377,0.000994
3422,40390,40390,0.000997
3423,40403,40403,0.000998
3424,40416,40416,0.000997
3425,40429,40429,0.000965
3426,40442,40442,0.000997
3427,40455,40455,0.00103
3428,40468,40468,0.001
3429,40481,40481,0.001305
3430,40494,40494,0.000655
3431,40507,40507,0.00103
3432,40520,40520,0.000966
3433,40533,40533,0.000997
3434,40546,40546,0.000997
3435,40559,40559,0.000998
3436,40572,40572,0.000997
3437,40585,40585,0.001028
3438,40598,40598,0.000965
3439,40611,40611,0.000998
3440,40624,40624,0.001029
3441,40637,40637,0.000998
3442,40650,40650,0.000965
3443,40663,40663,0.001029
3444,40676,40676,0
3445,40689,40689,0
3446,40702,40702,0
3447,40715,40715,0
3448,40728,40728,0
3449,40741,40741,0
3450,40754,40754,0.000996
3451,40767,40767,0.000998
3452,40780,40780,0.000997
3453,40793,40793,0.000998
3454,40806,40806,0.00103
3455,40819,40819,0.000997
3456,40832,40832,0.000997
3457,40845,40845,0.000998
3458,40858,40858,0.000999
3459,40871,40871,0.000997
3460,40884,40884,0.000996
3461,40897,40897,0.00113
3462,40910,40910,0.000832
